Timestamp;Frame;Sts;Lat;Lon;Altitude;Pressure;Temperature;Acceleration X;Acceleration Y;Acceleration Z; Annex 0;Annex 1;
[17:34:03.486] ;cf 70 3c 00 ad 8d c2 19 a2 e2 f8 ff b3 01 37 10 f6 ff f8 07 ad 01 e9 ff 00 00 48;72;432180653;-466270;435;3961039;4151;-10;2040;429;-23;0
[17:34:03.992] ;14 71 3c 00 ac 8d c2 19 a3 e2 f8 ff b3 01 37 10 f3 ff fc 07 b2 01 e9 ff 00 00 48;72;432180652;-466269;435;3961108;4151;-13;2044;434;-23;0
[17:34:04.500] ;cd 70 3c 00 a8 8d c2 19 a4 e2 f8 ff b3 01 38 10 fa ff f9 07 b0 01 e9 ff 00 00 48;72;432180648;-466268;435;3961037;4152;-6;2041;432;-23;0
[17:34:05.008] ;cb 70 3c 00 a8 8d c2 19 a4 e2 f8 ff b3 01 37 10 f8 ff fd 07 b1 01 e9 ff 00 00 48;72;432180648;-466268;435;3961035;4151;-8;2045;433;-23;0
[17:34:05.518] ;d5 70 3c 00 9f 8d c2 19 a8 e2 f8 ff b3 01 37 10 f8 ff fc 07 b3 01 ea ff 00 00 48;72;432180639;-466264;435;3961045;4151;-8;2044;435;-22;0
[17:34:06.026] ;14 71 3c 00 9c 8d c2 19 a8 e2 f8 ff b3 01 37 10 f5 ff fb 07 b9 01 ea ff 00 00 48;72;432180636;-466264;435;3961108;4151;-11;2043;441;-22;0
[17:34:06.537] ;f3 70 3c 00 99 8d c2 19 a6 e2 f8 ff b3 01 37 10 f7 ff f8 07 b0 01 e9 ff 00 00 48;72;432180633;-466266;435;3961075;4151;-9;2040;432;-23;0
[17:34:07.046] ;31 71 3c 00 9a 8d c2 19 a4 e2 f8 ff b3 01 38 10 f7 ff fa 07 a9 01 e9 ff 00 00 48;72;432180634;-466268;435;3961137;4152;-9;2042;425;-23;0
[17:34:07.556] ;c0 70 3c 00 94 8d c2 19 a4 e2 f8 ff b3 01 38 10 f4 ff fd 07 ae 01 ea ff 00 00 48;72;432180628;-466268;435;3961024;4152;-12;2045;430;-22;0
[17:34:08.066] ;92 71 3c 00 95 8d c2 19 ab e2 f8 ff b3 01 39 10 f8 ff fc 07 aa 01 e9 ff 00 00 48;72;432180629;-466261;435;3961234;4153;-8;2044;426;-23;0
[17:34:08.574] ;11 71 3c 00 92 8d c2 19 ad e2 f8 ff b3 01 39 10 f3 ff fa 07 aa 01 e9 ff 00 00 48;72;432180626;-466259;435;3961105;4153;-13;2042;426;-23;0
[17:34:09.083] ;1d 71 3c 00 90 8d c2 19 af e2 f8 ff b3 01 3a 10 f7 ff 02 08 b2 01 ea ff 00 00 48;72;432180624;-466257;435;3961117;4154;-9;2050;434;-22;0
[17:34:09.593] ;d4 70 3c 00 8d 8d c2 19 b4 e2 f8 ff b3 01 39 10 ec ff fc 07 a6 01 e9 ff 00 00 48;72;432180621;-466252;435;3961044;4153;-20;2044;422;-23;0
[17:34:10.101] ;73 71 3c 00 8f 8d c2 19 b7 e2 f8 ff b3 01 3a 10 f3 ff fb 07 ac 01 e9 ff 00 00 48;72;432180623;-466249;435;3961203;4154;-13;2043;428;-23;0
[17:34:10.613] ;42 71 3c 00 8e 8d c2 19 ba e2 f8 ff b3 01 38 10 f4 ff fc 07 b4 01 e9 ff 00 00 48;72;432180622;-466246;435;3961154;4152;-12;2044;436;-23;0
[17:34:11.121] ;ce 70 3c 00 8e 8d c2 19 ba e2 f8 ff b3 01 38 10 f2 ff 00 08 b4 01 e9 ff 00 00 48;72;432180622;-466246;435;3961038;4152;-14;2048;436;-23;0
[17:34:11.627] ;fe 70 3c 00 86 8d c2 19 bd e2 f8 ff b3 01 38 10 f6 ff fc 07 a9 01 e9 ff 00 00 48;72;432180614;-466243;435;3961086;4152;-10;2044;425;-23;0
[17:34:12.137] ;2a 71 3c 00 88 8d c2 19 bd e2 f8 ff b3 01 37 10 fb ff f9 07 a9 01 e9 ff 00 00 48;72;432180616;-466243;435;3961130;4151;-5;2041;425;-23;0
